sample_id,chr2_DMR_182,chr17_DMR_544,chr17_DMR_735,chr19_DMR_21
GSE147221_200049730102_R04C02,-2.05459134736092,1.43488973613307,-3.93131308293242,1.18016699485499
GSE80417_9806233078_R03C01,-2.28783006353313,1.16994869027531,-3.73980583226888,1.28721671233528
GSE84727_3999442061_R03C01,-2.30962626013234,0.417076441345685,-3.89693954846605,2.07318288247482
GSE147221_200379120133_R01C02,-2.01950888419888,0.749916288586251,-4.00090331485916,1.39499187364805
GSE147221_3998998140_R06C02,-2.00452366428777,0.681393558489926,-3.99786732596395,0.716443507033708
GSE80417_9828653144_R06C01,-1.29280190927786,1.91677677326723,-3.92683949907463,0.935180738088327
GSE84727_101103430116_R03C01,-1.67447029990981,1.78015252037008,-3.91522358756756,0.9245365415314
GSE147221_200379120054_R01C01,-1.33521487487096,1.63391586729829,-3.82266125935921,0.733581448527955
GSE80417_9829119225_R02C01,-1.81981424212729,1.64109709260609,-3.88639206739415,0.995473930302476
GSE80417_9980102041_R02C01,-2.37581467027957,0.81904975529312,-3.89799164905425,1.02623023034827
GSE147221_200049730116_R04C02,-2.06045203813036,1.7651230865344,-3.99642807004923,1.40579599980289
GSE147221_200049730116_R06C02,-1.80435940726283,0.770154701427591,-3.88632090900195,0.534330550154741
GSE147221_200379120053_R02C02,-1.66454852404994,1.46778925730717,-3.83573985106782,1.26383762754906
GSE84727_101103430116_R06C02,-1.26122026311447,1.37691343793684,-3.91054614200382,0.43489561906685
GSE147221_200379120156_R02C01,-1.51005400077506,1.08447974389929,-3.94555018867167,0.76603088013921
GSE84727_3998567038_R03C02,-0.837032305389366,1.76762184329473,-4.1728710017407,0.340543301864784
GSE147221_200049730149_R02C02,-1.68496318345147,1.5949153919339,-3.8239531063513,0.386428691483638
GSE84727_101103430127_R03C01,-2.20195223832448,0.727515160309925,-4.00563737849629,1.04084990485814
GSE84727_3998998037_R01C01,-1.19628730642821,0.963712120434174,-3.92198543779927,0.495455085737877
GSE147221_200090280128_R01C02,-1.65494944427905,1.41237717159418,-3.89698338116254,1.44579476546782
GSE147221_200049730138_R05C01,-1.44925041620677,1.4515147702758,-3.8842746248003,0.658584821002034
GSE84727_3998928014_R01C01,-2.13897676738053,0.624234788248031,-3.88908545147872,0.884868700229981
GSE147221_200090280119_R04C01,-1.75420952153847,1.62329190077289,-3.88158692730216,1.1392776359244
GSE80417_9992571076_R05C02,-2.20597585571476,0.673155285434957,-4.02357756032485,1.14317911081639
GSE147221_200379120066_R02C01,-0.960742130909903,0.920312566939688,-4.0832553023238,0.55072765008787
GSE84727_3998568010_R04C02,-1.77851952045208,1.29067624573032,-3.95385168304381,1.27597500594888
GSE152027_10005833054_R06C01,-1.76494156494566,1.07940788285216,-3.97225030408441,1.06031990581397
GSE80417_9806233080_R03C01,-1.56960610156679,1.49692839131455,-3.85244819233063,0.96129967574363
GSE80417_9980102025_R06C02,-1.93779083201014,1.37384391067996,-3.98400624963396,0.790483419378776
GSE147221_3998998140_R06C01,-1.77162334078839,1.59303997163414,-4.00849083431449,0.590017585987968
GSE152027_10005839110_R02C01,-1.72811122656191,0.161969036900574,-3.90440800027172,0.523974373215517
GSE80417_9976861150_R03C01,-2.204652216271,0.0289129664005322,-4.02274525384723,0.57448055307897
GSE84727_3998919004_R05C02,-1.38006723276192,1.24898276898102,-3.95923932125484,1.29390702099823
GSE84727_3998567008_R02C02,-2.22532677436129,1.12035529062729,-4.04162522206238,1.25509408115137
GSE84727_3998928098_R04C02,-1.50500301576529,0.920195838891481,-4.0054290853825,1.1329112802289
GSE84727_3998634001_R03C01,-1.58909760583948,1.0782244216766,-4.11938108133984,0.536952520385997
